电影名称,导演,主演,类型,制片国家/地区,时长,评分,评价人数
哈利·波特与阿兹卡班的囚徒,阿方索·卡隆,丹尼尔·雷德克里夫&&艾玛·沃森&&鲁伯特·格林特&&加里·奥德曼&&朱丽·沃特斯&&邦妮·怀特&&大卫·休里斯&&迈克尔·刚本&&艾伦·瑞克曼&&玛吉·史密斯&&汤姆·费尔顿&&艾玛·汤普森&&朱莉·克里斯蒂&&蒂莫西·斯波,奇幻&&冒险,英国,141,8.7,384720
哈利·波特与火焰杯,迈克·内威尔,丹尼尔·雷德克里夫&&艾玛·沃森&&鲁伯特·格林特&&蒂莫西·斯波&&邦妮·怀特&&罗伯特·帕丁森&&汤姆·费尔顿&&梁佩诗&&迈克尔·刚本&&玛吉·史密斯&&艾伦·瑞克曼&&加里·奥德曼&&拉尔夫·费因斯,奇幻&&冒险,英国,157,8.5,341236
辛德勒的名单,史蒂文·斯皮尔伯格,连姆·尼森&&本·金斯利&&拉尔夫·费因斯&&卡罗琳·古多尔&&乔纳森·萨加尔&&艾伯丝·戴维兹&&马尔戈萨·格贝尔&&马克·伊瓦涅&&碧翠斯·马科拉&&安德烈·瑟韦林&&弗里德里希·冯·图恩&&克齐斯茨托夫·拉夫特&&诺伯特·魏塞尔,剧情&&历史&&战争,美国,195,9.5,774771
驴得水,周申,任素汐&&大力&&刘帅良&&裴魁山&&阿如那&&韩彦博&&卜冠今&&王堃&&高阳&&苏千越&&麦亚瑟&&王峰,剧情&&喜剧,中国大陆,111,8.3,651763
罗马假日,威廉·惠勒,奥黛丽·赫本&&格利高里·派克&&埃迪·艾伯特&&哈特利·鲍尔&&哈考特·威廉姆斯&&玛格丽特·罗林斯&&托里奥·卡米纳提&&Paolo Carlini&&Claudio Ermelli&&保拉·布鲁布尼&&里佐·弗雷多里佐,剧情&&喜剧&&爱情,美国,118,9.0,694258
芳华,冯小刚,黄轩&&苗苗&&钟楚曦&&杨采钰&&李晓峰&&王天辰&&王可如&&隋源&&张仁博&&苏岩&&张国立&&赵立新,剧情&&历史&&战争,中国大陆,136,7.6,655854
一出好戏,黄渤,黄渤&&舒淇&&王宝强&&张艺兴&&于和伟&&王迅&&李勤勤&&李又麟&&宁浩&&管虎&&梁静&&徐峥&&陈德森&&张磊,剧情&&喜剧,中国大陆,134,7.1,736225
唐人街探案,陈思诚,王宝强&&刘昊然&&佟丽娅&&陈赫&&肖央&&小沈阳&&潘粤明&&马浴柯&&张子枫&&赵英俊&&桑平&&金士杰&&大鹏&&张国强&&李叶青&&陈祉希,喜剧&&动作&&悬疑,中国大陆,135,7.6,569724
终结者：黑暗命运,蒂姆·米勒,麦肯兹·戴维斯&&娜塔利娅·雷耶斯&&琳达·汉密尔顿&&阿诺·施瓦辛格&&加布里埃尔·鲁纳&&迪耶戈·博内塔&&恩里克·阿尔切&&特里斯坦·乌罗阿&&艾丽西娅·博拉切罗&&布雷特·阿扎尔&&史蒂芬·克里&&罗谢尔·尼尔&&弗雷泽·杰姆斯&&克劳迪娅·特鲁希略&&比约恩·弗赖贝格&&约翰·盖蒂尔&&彼得·奥蒙德&&洛娜·布朗&&彼得·舒勒,动作&&科幻&&冒险,美国,128,6.9,129006
哈利·波特与死亡圣器(下),大卫·叶茨,丹尼尔·雷德克里夫&&艾玛·沃森&&鲁伯特·格林特&&海伦娜·伯翰·卡特&&拉尔夫·费因斯&&艾伦·瑞克曼&&玛吉·史密斯&&汤姆·费尔顿&&邦妮·怀特&&朱丽·沃特斯&&迈克尔·刚本&&伊文娜·林奇&&多姆纳尔·格里森&&克蕾曼丝·波西&&詹森·艾萨克&&海伦·麦克洛瑞&&马修·刘易斯&&梁佩诗&&约翰·赫特&&大卫·休里斯&&加里·奥德曼&&吉姆·布劳德本特&&艾玛·汤普森&&娜塔丽·特纳&&蒂莫西·斯波&&大卫·布拉德利&&罗彼·考特拉尼&&凯莉·麦克唐纳&&塞伦·希德,奇幻&&冒险,美国,130,8.8,522906
熔炉,黄东赫,孔侑&&郑有美&&金贤秀&&郑仁絮&&白承焕&&张光&&金民尚&&林贤成&&金周灵&&严孝燮&&全国焕&&崔镇浩&&金志映&&严智星&&许在浩&&张素妍,剧情,韩国,125,9.3,653784
无名之辈,饶晓志,陈建斌&&任素汐&&潘斌龙&&章宇&&王砚辉&&九孔&&马吟吟&&程怡&&宁桓宇&&邓恩熙&&谢波&&范翔&&赵梓冲&&史策&&马睿瀚&&林海&&邓钢,剧情&&喜剧,中国大陆,108,8.1,811963
猫鼠游戏,史蒂文·斯皮尔伯格,莱昂纳多·迪卡普里奥&&汤姆·汉克斯&&克里斯托弗·沃肯&&马丁·辛&&艾米·亚当斯&&詹妮弗·加纳&&伊丽莎白·班克斯&&纳塔莉·贝伊&&詹姆斯·布洛林&&艾伦·旁派&&南希·利内翰&&布莱恩·豪威 &&弗兰克·约翰·休斯&&克里斯·埃里斯,剧情&&传记&&犯罪,美国,141,9.0,556345
海王,温子仁,杰森·莫玛&&艾梅柏·希尔德&&威廉·达福&&帕特里克·威尔森&&妮可·基德曼&&杜夫·龙格尔&&叶海亚·阿卜杜勒-迈丁&&特穆拉·莫里森&&林路迪&&迈克尔·比奇&&兰道尔·朴&&格拉汉姆·麦克泰维什&&雷·沃纳尔&&泰努伊·柯克伍德&&塔穆尔·柯克伍德&&丹泽尔·夸克&&卡恩·古尔杜尔&&奥蒂斯·丹吉&&克考亚·克库毛诺&&朱莉·安德鲁斯&&约翰·瑞斯-戴维斯&&杰曼·翰苏&&索菲亚·福雷斯特&&娜塔莉·萨福兰&&杰克·安德鲁&&汉克·阿莫斯&&帕特里克·考克斯&&罗伯特·朗斯特里特&&德维卡·帕利赫&&梅布尔·塔莫内&&文森特·B·拉戈斯&&加布里埃拉·佩特科娃&&爱丽丝·兰斯伯里&&帕特里克·艾奇逊&&约翰·盖蒂尔&&塔丽亚·杰德·霍尔特&&罗斯·克纳汉&&布拉登·刘易斯&&萨尔瓦多·梅伦达&&山姆·莫纳汉&&温妮·穆赞贝&&凯·潘塔诺&&安娜·帕奇&&乔恩·奎斯蒂德&&迪伦·斯图默&&米奇·武尔夫,动作&&奇幻&&冒险,美国,143,7.6,727861
狮子王,罗杰·阿勒斯,乔纳森·泰勒·托马斯&&马修·布罗德里克&&杰瑞米·艾恩斯&&詹姆斯·厄尔·琼斯&&莫伊拉·凯利&&内森·连恩&&尼基塔·卡兰姆&&厄尼·萨贝拉&&乌比·戈德堡&&罗温·艾金森,动画&&歌舞&&冒险,美国,89,9.0,563774
那些年，我们一起追的女孩,九把刀,柯震东&&陈妍希&&敖犬&&郝劭文&&蔡昌宪&&侯彦西&&弯弯&&邱彦翔&&王彩桦&&柯义浤&&黄逸祥&&李凤新&&黄柏钧&&赖雅妍&&高丽红&&李维维&&严艺文&&蔡武雄,剧情&&喜剧&&爱情,中国台湾,110,8.1,720398
复仇者联盟,乔斯·韦登,小罗伯特·唐尼&&克里斯·埃文斯&&斯嘉丽·约翰逊&&克里斯·海姆斯沃斯&&杰瑞米·雷纳&&马克·鲁弗洛&&塞缪尔·杰克逊&&汤姆·希德勒斯顿&&斯特兰·斯卡斯加德&&寇碧·史莫德斯&&克拉克·格雷格&&保罗·贝坦尼&&格温妮斯·帕特洛,动作&&科幻&&奇幻&&冒险,美国,142,8.2,541477
Hello！树先生,韩杰,王宝强&&谭卓&&何洁&&白培将&&王大治&&王亚彬&&李京怡&&邱士鉴,剧情,中国大陆,88,7.9,129657
奇异博士,斯科特·德瑞克森,本尼迪克特·康伯巴奇&&蒂尔达·斯文顿&&麦斯·米科尔森&&切瓦特·埃加福&&瑞秋·麦克亚当斯&&迈克尔·斯图巴&&本尼迪克特·王&&本杰明·布拉特&&斯科特·阿金斯&&莎拉·费希恩&&阿拉·萨菲,动作&&奇幻&&冒险,美国,115,7.6,466828
教父,弗朗西斯·福特·科波拉,马龙·白兰度&&阿尔·帕西诺&&詹姆斯·肯恩&&理查德·卡斯特尔诺&&罗伯特·杜瓦尔&&斯特林·海登&&约翰·马利&&理查德·康特&&艾尔·勒提埃里&&黛安·基顿&&阿贝·维高达&&塔莉娅·夏尔&&吉亚尼·罗素&&约翰·凯泽尔&&鲁迪·邦德&&兰尼·蒙大拿,剧情&&犯罪,美国,175,9.3,658299
蝙蝠侠：黑暗骑士,克里斯托弗·诺兰,克里斯蒂安·贝尔&&希斯·莱杰&&艾伦·艾克哈特&&迈克尔·凯恩&&玛吉·吉伦哈尔&&加里·奥德曼&&摩根·弗里曼&&莫尼克·加布里埃拉·库尔内&&罗恩·迪恩&&基里安·墨菲&&黄经汉&&内斯特·卡博内尔&&埃里克·罗伯茨&&里特奇·科斯特&&安东尼·迈克尔·豪尔&&基斯·斯扎拉巴基克&&柯林·麦克法兰&&约书亚·哈尔托&&美琳达·麦格劳&&内森·甘宝&&迈克尔·维约&&迈克尔·斯托扬诺夫&&威廉·斯米利&&丹尼·高德林&&迈克尔·加·怀特&&马修·奥尼尔&&威廉·菲克纳&&欧鲁米基·欧拉乌米&&格雷格·比姆&&爱利克·赫尔曼&&毕崔斯·罗森&&文森佐·尼克力&&陈冠希,剧情&&动作&&科幻&&惊悚&&犯罪,美国,152,9.2,724477
西西里的美丽传说,朱塞佩·托纳多雷,莫妮卡·贝鲁奇&&朱塞佩·苏尔法罗&&Luciano Federico&&玛蒂尔德·皮亚纳&&Pietro Notarianni&&Gaetano Aronica&&Gilberto Idonea&&Angelo Pellegrino&&Gabriella Di Luzio&&Pippo Provvidenti&&埃丽萨·莫鲁奇&&奥罗拉·夸特罗基&&露琪亚·萨多&&瓦尼·布拉马蒂&&Salvatore Martino&&安东内洛·普利西&&Noam Morgensztern,剧情&&情色&&战争,意大利,109,8.9,686222
钢铁侠,乔恩·费儒,小罗伯特·唐尼&&泰伦斯·霍华德&&格温妮斯·帕特洛&&杰夫·布里吉斯&&莱丝莉·比伯&&肖恩·托布 &&保罗·贝坦尼&&乔恩·费儒&&克拉克·格雷格,动作&&科幻&&惊悚&&冒险,美国,126,8.3,448064
末代皇帝,贝纳尔多·贝托鲁奇,尊龙&&陈冲&&邬君梅&&彼得·奥图尔&&英若诚&&吴涛&&黄自强&&丹尼斯·邓恩&&坂本龙一&&马吉·汉&&里克·扬&&田川洋行&&苟杰德&&理查德·吴&&皱缇格&&陈凯歌&&卢燕&&区亨利&&陈述&&鲍皓昕&&黄文捷&&邵茹贞&&亨利·基&&张良斌&&梁冬&&康斯坦丁·格雷戈里&&黄汉琪&&王涛&&宋怀桂&&蔡鸿翔&&程淑艳&&张天民,剧情&&传记&&历史,英国,163,9.2,505229
九品芝麻官,王晶,周星驰&&吴孟达&&张敏&&徐锦江&&钟丽缇&&蔡少芬&&吴启华&&邹兆龙&&梁荣忠&&黄一飞&&苑琼丹&&刘洵&&黄一山,喜剧&&古装,中国香港,108,8.5,369064
海蒂和爷爷,阿兰·葛斯彭纳,阿努克·斯特芬&&布鲁诺·甘茨&&昆林·艾格匹&&安娜·申茨&&伊莎贝尔·奥特曼&&莉莲·奈福&&彼得·杰克林&&克里斯托夫·高格勒&&丽贝卡·因德穆&&莫妮卡·古布瑟&&阿瑟·比勒&&玛丽埃塔·耶米&&彼得·洛迈尔&&卡塔琳娜·舒特勒&&杰拉·哈斯&&迈克尔·克兰茨&&劳拉·帕克&&马库斯·赫林&&马克西姆·梅米特&&汉内洛勒·霍格,剧情&&家庭&&冒险,德国,111,9.2,259649
哈利·波特与凤凰社,大卫·叶茨,丹尼尔·雷德克里夫&&艾玛·沃森&&鲁伯特·格林特&&加里·奥德曼&&拉尔夫·费因斯&&玛吉·史密斯&&迈克尔·刚本&&艾伦·瑞克曼&&艾玛·汤普森&&艾美达·斯丹顿&&詹森·艾萨克&&汤姆·费尔顿&&海伦娜·伯翰·卡特&&邦妮·怀特&&朱丽·沃特斯&&梁佩诗&&布莱丹·格里森&&罗彼·考特拉尼&&伊文娜·林奇,奇幻&&冒险,英国,138,8.2,319513
隐形人,雷·沃纳尔,伊丽莎白·莫斯&&奥利弗·杰森-科恩&&阿尔迪斯·霍吉&&迈克尔·多曼&&斯托姆·瑞德&&本尼迪克·哈迪&&哈丽特·戴尔&&瑞妮·林&&布莱恩·米根&&薇薇安·格里尔&&尼古拉斯·霍普&&克利夫·威廉姆斯&&萨姆·史密斯&&扎拉·迈克尔斯&&纳许·埃哲顿&&安东尼·布兰登·黄&&阿玛莉·沃德&&迈克尔·诺特,科幻&&惊悚&&恐怖,澳大利亚,124,7.3,110932
蜘蛛侠：英雄归来,乔·沃茨,汤姆·赫兰德&&小罗伯特·唐尼&&玛丽莎·托梅&&迈克尔·基顿&&雅各布·巴特朗&&托尼·雷沃罗利&&赞达亚&&乔恩·费儒&&亚伯拉罕·阿塔哈&&劳拉·哈里尔&&迈克尔·巴尔别里&&罗根·马歇尔-格林&&马丁·斯塔尔&&唐纳德·格洛弗&&汉尼拔·布勒斯&&迈克尔·曼多&&博基姆·伍德拜因&&肯尼斯·崔&&詹妮弗·康纳利&&格温妮斯·帕特洛&&克里斯·埃文斯,动作&&科幻&&冒险,美国,133,7.4,349217
羞羞的铁拳,宋阳,艾伦&&马丽&&沈腾&&田雨&&宋阳&&薛皓文&&常远&&黄才伦&&王智,喜剧&&奇幻,中国大陆,100,6.9,551810
妖猫传,陈凯歌,黄轩&&染谷将太&&张雨绮&&秦昊&&张榕容&&刘昊然&&欧豪&&张鲁一&&阿部宽&&田雨&&刘佩琦&&辛柏青&&成泰燊&&李淳&&秦怡&&松坂庆子&&张天爱&&周中和&&火野正平&&夏楠&&陈旭&&王迪&&宋运成,剧情&&悬疑&&奇幻&&古装,中国大陆,129,6.9,570816
钢铁侠3,沙恩·布莱克,小罗伯特·唐尼&&盖·皮尔斯&&格温妮斯·帕特洛&&本·金斯利&&唐·钱德尔&&保罗·贝坦尼&&丽贝卡·豪尔&&乔恩·费儒&&泰·辛普金斯&&威廉姆·赛德勒&&詹姆斯·戴尔&&伊芳·齐玛&&阿什利·汉弥尔顿&&王学圻&&范冰冰,动作&&科幻,美国,134,7.8,356533
复仇者联盟2：奥创纪元,乔斯·韦登,小罗伯特·唐尼&&克里斯·海姆斯沃斯&&马克·鲁弗洛&&克里斯·埃文斯&&斯嘉丽·约翰逊&&杰瑞米·雷纳&&詹姆斯·斯派德&&塞缪尔·杰克逊&&唐·钱德尔&&亚伦·泰勒-约翰逊&&伊丽莎白·奥尔森&&保罗·贝坦尼&&寇碧·史莫德斯&&安东尼·麦凯&&海莉·阿特维尔&&伊德里斯·艾尔巴&&斯特兰·斯卡斯加德&&金秀贤&&托马斯·克莱舒曼&&安迪·瑟金斯&&朱莉·德尔佩&&斯坦·李&&亨利·古德曼&&多米尼克·普罗沃斯特-切克利&&艾萨克·安德鲁斯,动作&&科幻&&奇幻&&冒险,美国,142,7.5,415086
美国队长3,安东尼·罗素,克里斯·埃文斯&&小罗伯特·唐尼&&斯嘉丽·约翰逊&&塞巴斯蒂安·斯坦&&安东尼·麦凯&&唐·钱德尔&&杰瑞米·雷纳&&查德维克·博斯曼&&保罗·贝坦尼&&伊丽莎白·奥尔森&&保罗·路德&&艾米丽·万凯普&&汤姆·赫兰德&&丹尼尔·布鲁尔&&弗兰克·格里罗&&威廉·赫特&&马丁·弗瑞曼&&霍普·戴维斯&&玛丽莎·托梅&&吉姆·拉什&&金世佳,动作&&科幻&&冒险,美国,148,7.9,386268
倩女幽魂,程小东,张国荣&&王祖贤&&午马&&刘兆铭&&林威&&薛芷伦&&胡大为&&王晶,爱情&&奇幻&&武侠&&古装,中国香港,98,8.7,504043
毒液：致命守护者,鲁本·弗雷斯彻,汤姆·哈迪&&米歇尔·威廉姆斯&&里兹·阿迈德&&斯科特·黑兹&&里德·斯科特&&珍妮·斯蕾特&&梅洛拉·沃尔特斯&&伍迪·哈里森&&佩吉·陆&&马尔科姆·C·默里&&索佩·阿卢科&&韦恩·佩雷&&米歇尔·李&&库尔特·岳&&克里斯·奥哈拉&&埃米里奥·瑞弗拉&&阿里亚当娜·约瑟夫&&袁之正&&朴云龙&&麦克·勃兰特&&尼克·图恩&&山姆·麦地那&&迪塞尔·马德金斯&&简·麦克尼尔&&维克托·麦凯&&马丁·巴特斯·布拉德福德&&布兰顿·莫拉莱斯&&马修·康威尔&&斯坦·李&&韦德·威廉姆斯&&约瑟夫·阿梅&&威廉·W·巴伯&&玛塞拉·布拉吉奥&&卡特·伯奇&&克里斯蒂安·康佛瑞&&詹姆斯·富尔特斯&&丹妮拉·加斯基&&约翰·盖蒂尔&&艾米丽塔·T·冈萨雷斯&&杰克·汉森&&安东尼·B·哈里斯&&卡茜·亨德利&&罗恩·彼得·琼斯&&霍梅洛·洛佩兹&&万恩·姆约维奇,动作&&科幻&&惊悚,美国,112,7.2,657772
加勒比海盗,戈尔·维宾斯基,约翰尼·德普&&杰弗里·拉什&&奥兰多·布鲁姆&&凯拉·奈特莉&&杰克·达文波特&&乔纳森·普雷斯,动作&&奇幻&&冒险,美国,143,8.7,624477
狩猎,克雷格·卓贝,贝蒂·吉尔平&&希拉里·斯万克&&艾玛·罗伯茨&&贾斯汀·哈特雷&&伊克·巴里霍尔兹&&格伦·豪尔顿&&埃米·马迪根&&梅肯·布莱尔&&特瑞·韦伯&&斯蒂芬·考特尔&&韦恩·杜瓦尔&&J.C.麦肯泽&&里德·伯尼&&汉斯·马雷罗&&胡安·贾斯帕&&汉娜·艾琳&&吉姆·克洛克&&西尔维娅·格雷丝·克里姆&&迪恩·J·韦斯特&&内德·尤瑟夫&&伊桑·苏普利,动作&&惊悚,美国,90,7.3,75782
哈利·波特与死亡圣器(上),大卫·叶茨,丹尼尔·雷德克里夫&&艾玛·沃森&&鲁伯特·格林特&&海伦娜·伯翰·卡特&&拉尔夫·费因斯&&比尔·奈伊&&约翰·赫特&&艾伦·瑞克曼&&艾美达·斯丹顿&&费奥纳·肖&&邦妮·怀特&&朱丽·沃特斯&&米歇尔·费尔利&&杰米·坎贝尔·鲍尔,奇幻&&冒险,英国,146,8.2,332657
白蛇：缘起,黄家康,张喆&&杨天翔&&唐小喜&&刘紫玲&&张遥函&&郑小璞&&张博恒&&张赫&&马程&&程寅&&陈霖生&&惠龙&&林强&&章斌 ,爱情&&动画&&奇幻,中国大陆,99,7.9,526509
囧妈,徐峥,徐峥&&黄梅莹&&袁泉&&郭京飞&&黄景瑜&&贾冰&&高以翔&&沈腾&&宋小宝&&黄渤&&欧丽娅&&陈奇&&吴云芳&&张建亚&&吴竞&&张芝华&&唐群&&徐玉兰&&徐幸&&陆燕芳&&张翠翠&&脑门额尔德尼&&朱莉娜&&刘泽星&&薛晴&&韩昊霖&&郑颖娴&&弗索夫·谢尔盖&&杨峥&&陶桃&&崔大笨&&潘启言&&王斌&&张勤&&黄梓凌&&杜凡昕之&&李顺怡&&闫虹宇&&刘子瑞&&谢尔比纳·甘纳&&斯莫林·伊凡&&张岩&&邵巨宝&&谢荣珍,喜剧,中国大陆,126,5.9,507158
蜘蛛侠：英雄远征,乔·沃茨,汤姆·赫兰德&&赞达亚&&杰克·吉伦哈尔&&寇碧·史莫德斯&&塞缪尔·杰克逊&&乔恩·费儒&&玛丽莎·托梅&&雅各布·巴特朗&&安格瑞·赖斯&&马丁·斯塔尔&&瑞米·许&&纽曼·阿卡&&托尼·雷沃罗利&&J·B·斯穆夫&&赫米基·马德拉&&戴维娜·西塔拉姆&&约瑟夫·朗&&露丝·霍洛克斯&&希滕·珀泰尔&&杰罗恩·凡·康宁斯伯格&&列尼斯·德洛桑托斯&&查利·蕾娅·埃斯奎尔&&费斯·洛根&&J·K·西蒙斯&&小罗伯特·唐尼,动作&&科幻&&冒险,美国,127,7.7,472058
蚁人,佩顿·里德,保罗·路德&&迈克尔·道格拉斯&&伊万杰琳·莉莉&&寇瑞·斯托尔&&迈克尔·佩纳&&大卫·达斯马齐连&&朱迪·格雷尔&&鲍比·坎纳瓦尔&&约翰·斯拉特里&&伍德·哈里斯&&T.I.&&海莉·阿特维尔&&瓦内萨·罗斯&&马丁·唐文&&乔·克里斯特&&艾比·莱德·弗特森&&安东尼·麦凯&&加勒特·莫里斯&&尼尔·汉博格&&鲁德·哈利特&&斯坦·李&&克里斯·埃文斯&&塞巴斯蒂安·斯坦,动作&&科幻&&冒险,美国,117,7.7,367265
本杰明·巴顿奇事,大卫·芬奇,凯特·布兰切特&&布拉德·皮特&&朱莉娅·奥蒙德&&芳妮·A·钱勃丝&&伊莱亚斯·科泰斯&&杰森·弗莱明&&大卫·詹森&&蒂尔达·斯文顿&&艾丽·范宁&&乔安娜·塞勒&&乔什·斯图沃特&&丹尼·文森&&塔拉吉·P·汉森&&马赫沙拉·阿里&&菲奥娜·黑尔&&唐娜·杜普兰提尔&&兰斯·E·尼克尔斯&&特德·曼森&&克莱·卡伦&&菲利斯·萨莫维尔&&杰瑞德·哈里斯&&麦迪逊·贝蒂&&汤姆·埃沃雷特&&克里斯托弗·马克斯韦尔&&伊利亚·沃里克,剧情&&爱情&&奇幻,美国,166,8.9,698568
哈利·波特与混血王子,大卫·叶茨,丹尼尔·雷德克里夫&&迈克尔·刚本&&大卫·勒格诺&&埃拉丽卡·加拉切&&吉姆·布劳德本特&&杰拉丁·萨莫维尔&&邦妮·怀特&&朱丽·沃特斯&&鲁伯特·格林特&&艾玛·沃森&&海伦娜·伯翰·卡特&&海伦·麦克洛瑞&&蒂莫西·斯波&&艾伦·瑞克曼&&奥利弗·费尔普斯&&詹姆斯·菲尔浦斯&&弗雷迪·史卓玛&&杰西·卡芙&&汤姆·费尔顿&&阿尔弗雷德·伊诺奇&&伊文娜·林奇&&罗伯特·克诺斯&&Louis Cordice&&斯嘉丽·伯恩&&杰米·威莱特&&乔什·赫德曼&&罗彼·考特拉尼&&沃维克·戴维斯&&大卫·布拉德利&&马修·刘易斯&&威廉姆·麦灵&&安娜·谢弗&&戴文·穆雷&&乔治娜·雷尼达斯&&玛吉·史密斯&&伊莎贝拉·拉夫兰德&&艾芙珊·阿扎德&&谢发丽·裘德胡里&&赫洛·费因斯-提芬&&保罗·里特&&大卫·休里斯&&娜塔丽·特纳&&马克·威廉姆斯&&弗兰克·迪兰&&杰玛·琼斯&&拉尔夫·伊内森&&梁佩诗&&亚瑟·博文&&Paul Davies&&艾略特·弗朗西斯&&鲁斯迪·戈夫&&詹森·艾萨克&&奥利维亚·杰森&&特蕾莎·马奥尼&&弗莱迪·罗斯&&本·谢博德&&卡伦姆·西维耶&&艾美达·斯丹顿,奇幻&&冒险,英国,153,7.9,310304
悲惨世界,拉吉·利,达米安·勃纳尔&&亚历克西斯·曼蒂&&贾布里勒·宗加&&伊萨·佩里卡&&阿尔-哈桑·利&&史蒂夫·蒂英楚&&阿尔玛梅·卡诺特&&尼扎·本·菲特玛&&让娜·巴利巴尔&&亚历山大·皮科特&&罗曼·加夫拉斯&&Raymond Lopez&&Luciano Lopez&&Jaihson Lopez&&Sana Joachaim&&Lucas Omiri&&Rocco Lopez,剧情&&犯罪,法国,104,8.1,29277
蝴蝶效应,埃里克·布雷斯,阿什顿·库彻&&梅洛拉·沃尔特斯&&艾米·斯马特&&埃尔登·汉森&&威廉姆·李·斯科特&&约翰·帕特里克·阿梅多利&&艾琳·戈洛瓦娅&&凯文·G·施密特&&杰西·詹姆斯&&罗根·勒曼&&莎拉·威多斯&&杰克·凯斯&&卡梅隆·布莱特&&埃里克·斯托尔兹&&考乐姆·吉斯·雷尼,剧情&&科幻&&悬疑&&惊悚,美国,113,8.8,657421
疯狂原始人,柯克·德·米科,尼古拉斯·凯奇&&艾玛·斯通&&瑞恩·雷诺兹&&凯瑟琳·基纳&&克萝丽丝·利奇曼&&克拉克·杜克&&克里斯·桑德斯&&兰迪·汤姆,喜剧&&动画&&冒险,美国,98,8.7,612720
疯狂的石头,宁浩,郭涛&&刘桦&&连晋&&黄渤&&徐峥&&优恵&&罗兰 &&王迅,喜剧&&犯罪,中国大陆,106,8.5,564900
钢铁侠2,乔恩·费儒,小罗伯特·唐尼&&格温妮斯·帕特洛&&米基·洛克&&斯嘉丽·约翰逊&&山姆·洛克威尔&&唐·钱德尔&&塞缪尔·杰克逊&&乔恩·费儒&&保罗·贝坦尼&&克拉克·格雷格&&凯特·玛拉&&约翰·斯拉特里,动作&&科幻&&冒险,美国,124,7.6,335676
美国队长,乔·庄斯顿,克里斯·埃文斯&&海莉·阿特维尔&&塞巴斯蒂安·斯坦&&汤米·李·琼斯&&雨果·维文&&多米尼克·库珀&&理查德·阿米蒂奇&&斯坦利·图齐&&塞缪尔·杰克逊&&托比·琼斯&&尼尔·麦克唐纳&&德里克·卢克&&肯尼斯·崔&&约翰·约瑟夫·菲尔德&&娜塔莉·多默尔,动作&&科幻&&冒险,美国,124,7.0,293148
V字仇杀队,詹姆斯·麦克特格,娜塔莉·波特曼&&雨果·维文&&斯蒂芬·瑞&&斯蒂芬·弗雷&&约翰·赫特&&蒂姆·皮戈特-史密斯&&鲁珀特·格雷夫斯&&罗杰·阿拉姆&&本·迈尔斯&&西妮德·库萨克&&娜塔莎·怀特曼&&约翰·斯坦丁&&埃迪·马森&&克里夫·阿什伯恩&&Emma Field-Rayner&&伊安·布尔费尔德&&马克·菲尼克斯&&Alister Mazzotti&&比莉·库克&&盖伊·亨利&&科斯马·肖&&Megan Gay&&Roderic Culver&&Tara Hacking&&安迪·莱什利兹&&查德·斯塔赫斯基&&布拉德利·斯蒂夫·福特&&马德琳·拉基克-普拉特&&塞丽娜·贾尔斯&&卡斯腾·海斯&&伊莫琴·普茨&&劳拉·格林伍德&&Kyra Meyer&&玛丽·萧克莱 &&理查德·莱恩&&Michael Simkins,剧情&&动作&&科幻&&惊悚,美国,132,8.9,751738
闻香识女人,马丁·布莱斯特,阿尔·帕西诺&&克里斯·奥唐纳&&詹姆斯·瑞布霍恩&&加布里埃尔·安瓦尔&&菲利普·塞默·霍夫曼&&理查德·文彻&&布莱德利·惠特福德&&罗谢尔·奥利弗&&Margaret Eginton&&Tom Riis Farrell&&Nicholas Sadler&&托德·路易斯&&马特·史密斯&&吉恩·坎菲尔德&&弗兰西丝·康罗伊,剧情,美国,157,9.1,602846
